heading,image
"Optional head, including holding tank and pump out system","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=OPT-Toilet-05102022-113942.jpg&Size=52&UILanguageID=EN"""
"Battery storage","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-BatteryStorage-05102022-114903.jpg&Size=52&UILanguageID=EN"""
"Ice chest, livewell, and storage compartment under the bow casting platform","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-BowPlatform-05102022-115550.jpg&Size=52&UILanguageID=EN"""
"Driver helm (shown with optional multifunction Simrad® NSX9 - right screen)","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-Console-05102022-130809.jpg&Size=52&UILanguageID=EN"""
"Passenger console with glove box and storage under with extensible cargo net","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-GloveBox-05102022-131711.jpg&Size=52&UILanguageID=EN"""
"2 stern fold-down jump seats","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-RearJumpSeat-05102022-131910.jpg&Size=52&UILanguageID=EN"""
"In-floor lockable rod organizer for 6 rods","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-RodStorage-05102022-132215.jpg&Size=52&UILanguageID=EN"""
"2 deluxe convertible seats","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-Seat-05102022-133907.jpg&Size=52&UILanguageID=EN"""
"Lockable storage compartment in side panels","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-SideStorage-05102022-134141.jpg&Size=52&UILanguageID=EN"""
"Stern telescopic boarding ladder with boarding platform and antiskid carpet","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-SwimPlatformwithSSLadder-05102022-134414.jpg&Size=52&UILanguageID=EN"""
