heading,image
"Optional bow seat cushions","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=OPT-BowCushions-15102020-144347.jpg&Size=52&UILanguageID=EN"""
"2 optional heated reclining captain chairs with adjustable armrests (captain passenger seat shown)","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=OPT-PassengerCaptainChair.jpg&Size=52&UILanguageID=EN"""
"Optional wash down system","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=OPT-Washdown.jpg&Size=52&UILanguageID=EN"""
"Bow electric-filled aerated livewell (77 L/20 U.S. gal.)","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-BowLivewell-15102020-145439.jpg&Size=52&UILanguageID=EN"""
"Driver helm (shown with optional multifunction Simrad® NSX9 - right screen)","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-Console-05102022-130809.jpg&Size=52&UILanguageID=EN"""
"Drawer under passenger console","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-Drawer.jpg&Size=52&UILanguageID=EN"""
"Passenger console with glove box and storage under with extensible cargo net","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-GloveBox-15102020-151310.jpg&Size=52&UILanguageID=EN"""
"Heated driver seat","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-HeatedSeat.jpg&Size=52&UILanguageID=EN"""
"Pop-up privacy enclosure in stern casting platform","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-PrivacyEnclosure-15102020-151532.jpg&Size=52&UILanguageID=EN"""
"2 stern fold-down jump seats","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-RearJumpSeat-05102022-131910.jpg&Size=52&UILanguageID=EN"""
