heading,image
"Coussins de proue, offerts en option","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=OPT-BowCushions-15102020-144347.jpg&Size=52&UILanguageID=FR"""
"2 sièges capitaine chauffants inclinables avec appuie-bras ajustables, offerts en option (siège capitaine passager démontré)","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=OPT-PassengerCaptainChair.jpg&Size=52&UILanguageID=FR"""
"Système de lavage à pression, offert en option","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=OPT-Washdown.jpg&Size=52&UILanguageID=FR"""
"Vivier électrique oxygéné, de 77 L/20 gal. U.S., à l'avant","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-BowLivewell-15102020-145439.jpg&Size=52&UILanguageID=FR"""
"Console conducteur (montrée avec l'écran multifonctions Simrad® NSX9 optionnel - écran de droite)","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-Console-05102022-130809.jpg&Size=52&UILanguageID=FR"""
"Tiroir de rangement sous la console passager","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-Drawer.jpg&Size=52&UILanguageID=FR"""
"Console passager avec coffre à gants et rangement en-dessous avec filet extensible","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-GloveBox-15102020-151310.jpg&Size=52&UILanguageID=FR"""
"Siège conducteur chauffant","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-HeatedSeat.jpg&Size=52&UILanguageID=FR"""
"Salle d'habillage escamotable dans la plate-forme arrière","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-PrivacyEnclosure-15102020-151532.jpg&Size=52&UILanguageID=FR"""
"2 sièges d'appoint repliables à l'arrière","""https:\/\/www.princecraft.com\/AttachmentImage.ashx?file=STD-RearJumpSeat-05102022-131910.jpg&Size=52&UILanguageID=FR"""
